sentiment,text
Negative,RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…
Negative,RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates
Negative,Why are they so sure Hillary is getting the nod? #GOPDebates
Negative,RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…
Negative,How has no one mentioned the Oompa Loompa moderator? #GOPDebates #youareorange #thiswholethingisridiculous
Neutral,"RT @drskyskull: ""You know how [Hillary Clinton] will come after you..."" ... by making ads that sample from these #GOPDebates?"
Negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate"
Neutral,Was that actually a question? #GOPDebates
Negative,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB"
Negative,"RT @MarkDavis: Man, I'm sorry, this has nothing to do w/politics, but #JebBush is totally mediocre here. #GOPDebates"
Neutral,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#…"
Negative,"RT @Popehat: #GOPDebates Kelly: ""I really want to get to a question from Facebook.""  Yes. That's the problem."
Negative,#GOPDebates proved that Women in the US are more likely to be assaulted by men (verbally &amp
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Positive,Democrats have to be LOVING the #GOPDebates right now!!!!!
Negative,RT @SupermanHotMale: Go back to Canada Asshole #GopDebates http://t.co/rUgCy5JvZQ
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"""You know how [Hillary Clinton] will come after you..."" ... by making ads that sample from these #GOPDebates?"
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"RT @AvidHeather: If Walker, Paul or Huckabee had to meet with Putin or command our armies they'd shit their pants. Not president material. …"
Neutral,What would you say to a real life woman with rights and stuff? #GOPDebates
Negative,RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…
Negative,I hope people aren't so reality tv exposed that they only love that Paul and Christi raised voices.  #GOPDebates
Negative,RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,I feel bad for Rand Paul. He lost his cool from the opening question and hasn't recovered #FoxNews #GOPDebates
Positive,My high school crush just commented on my Facebook status about the #GOPDebates. I’m pretty sure I just won the night (says my 15yo self.)
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,This is making me so hot. Please take away my birth control so I can have your baby. #GOPDebates
Negative,"RT @SupermanHotMale: Translation, Jeb Bush, I fucked Florida schools so badly they still have not recovered. That is the truth, I live here…"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @Jamesyontrofsky: Jeb Bore...er...Bush is really a perfect GOP candidate. Boring Big Gov junior executive for ALL the Special Interests.…
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates
Negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate"
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#…"
Negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate"
Positive,He sounded passionate and believable. #Bush #GOPDebates  https://t.co/GDNn2Qs8j5
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @MikeBrockett: I love how the candidates are talking all kinds of shit about each other #GOPDebates
Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,@JebBush2016 You Called PPL ? Families Of The KIA In Iraq You Said #GOPDebates Not My Sister 😡 Your Brother Didn't Even Call 😡
Negative,I bet Jeb Bush gets really good weed. Just sayin. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate
Negative,"That audience is a little sparse, in it? #GOPDebates"
Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,RT @SupermanHotMale: FEEL THE BERN @SenSanders : ) #GopDebates
Negative,"RT @brock_a_r: I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates"
Neutral,RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates
Negative,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#…"
Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB"
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Neutral,Lmbo shoutout to Twitter. Yall even make #GOPDebates interesting
Neutral,#GOPDebates has a Minute to Win It vibe
Negative,RT @EthanObama: Did Trump just admit he gives money in return for business favors? #CitizensUnited #SCOTUS #gopdebates
Positive,RT @kwrcrow: @realDonaldTrump hits it out of park on @FoxNews gotcha question on campaign donations. #GOPDebates
Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @joeynovick: #GOPDebate #DonaldTrump #gopdebates #Jeb2016 #TedCruz2016 #ChrisChristie #Christie2016 this debate is like the movie Hunger…
Neutral,"Other than flashes of Michael Scott from the office, the serious candidates are shining through.  Next debate should have 5. #GOPDebates"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @kerrydiaries: Honestly not sure if I'm watching Mean Girls or #GOPDebates ?? Do you even go here??
Positive,FEEL THE BERN @SenSanders : ) #GopDebates
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"RT @BrandyBeanHinke: As someone who knows a lot of teachers, I don't have any idea what Jeb or Rubio is talking about right now. #GOPDebates"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"#GOPdebates Rerun. Hate unions, states rights, damn immigrants, no abortion, privacy is bad, love war, Obama did it. I'm out."
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,No I think his number will go down after this. #Trump #GOPDebates  https://t.co/BfcxHd7vs4
Positive,RT @louvice: Donald Will Go Independent! RubioNever Shows up 4 Work! #GopDebates
Positive,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Neutral,RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates
Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,RT @b140_tweet: Rip MS ANN  .. U would be a welcome advisor tonight... #GOPDEBATES http://t.co/aWyZjjSEwQ
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,Marc Rubio should put the #GOPDebate in his college application for next year. #GOPDebates
Neutral,"RT @Popehat: #GOPDebates Kelly: ""I really want to get to a question from Facebook.""  Yes. That's the problem."
Negative,RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,Can't wait to see @BillMaher tomorrow night.  He'll have a field day with this bullshit.  #GOPDebates #GOPDebate
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Neutral,"RT @16campaignbites: Yes, and Moe was the smartest Stooge
#Democrats #GOPDebates @TheDemocrats https://t.co/Ucd675MRMY"
Negative,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB"
Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,"""God's a pretty fair guy""...Ben Carson to his pediatric brain cancer patient #GOPdebates"
Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,Sky News has some biased advisor talking instead of commercial breaks. Really?! #GOPdebates #shutup
Negative,"RT @RWSurferGirl: Rubio and Bush are a threat to this country, 🇺🇸 #GOPDebate  #GOPDebates"
Negative,Need to hand it to Fox. They're not tossing the candidate's softballs. #GOPdebates
Positive,I'm going to bed...@JohnKasich gets my vote tonight #GOPDebate #GOPDebates
Negative,"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB"
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"RT @brock_a_r: I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates"
Positive,"#TRUMP2016 #GOPDEBATES  Trump is stealing the show, despite even moderators showing they are bias. He speaks the truth. Finally.  GO DONALD!"
Negative,Cruz does not have mass appeal #sorrynotsorry #GOPDebates
Negative,"@EdgeofSports Thanks for being a voice of reason in this mess! #GOPDebates
Laughs are few this evening, but ""canned goods"" is gold!"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @NateMJensen: I'm starting to worry that Trump is a field experiment. #GOPdebates
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
